Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Alt Text,Variant Image
essenza-jersey,ESSENZA JERSEY,This premium-level summer-weight wool blend jersey will make you a believer in performance wool and fine Italian tailoring.,Castelli,,ESSENZA JERSEY,TRUE,Size,"XS, S, M, L, XL, XXL, 3XL",essenza-jersey-m,155 g,deny,25,manual,,"139,95 €",,TRUE,TRUE,https://castellicycling.kleecks-cdn.com/medias/01-4522027-421.jpg?context=bWFzdGVyfGF6dXJlaW1hZ2VzfDYzMDV8aW1hZ2UvanBlZ3xoOGIvaGY2LzkwNDc4NTUzMDA2MzgvMDFfNDUyMjAyN180MjEuanBnfGU3NzQwY2FhNDNlYTE0YThkM2I0OTBlOWMzN2Q3OWJiN2ZiZDU2MmI2YWZhOGZmZWI0Yjc1NDdkZGEzMDliMzQ,ESSENZA JERSEY Image,https://castellicycling.kleecks-cdn.com/medias/01-4522027-421.jpg?context=bWFzdGVyfGF6dXJlaW1hZ2VzfDYzMDV8aW1hZ2UvanBlZ3xoOGIvaGY2LzkwNDc4NTUzMDA2MzgvMDFfNDUyMjAyN180MjEuanBnfGU3NzQwY2FhNDNlYTE0YThkM2I0OTBlOWMzN2Q3OWJiN2ZiZDU2MmI2YWZhOGZmZWI0Yjc1NDdkZGEzMDliMzQ
endurance-pro-2-jersey,ENDURANCE PRO 2 JERSEY,"Le maillot idéal pour toutes les utilisations pour les sorties d'endurance, offrant des fonctionnalités de confort et de commodité, une excellente gestion de l'humidité et la magie aérodynamique de Castelli.",Castelli,,ENDURANCE PRO 2 JERSEY,TRUE,Size,"XS, S, M, L, XL, 2XL, 3XL",endurance-pro-2-jersey-m,189 g,deny,25,manual,,"82,47 €","109,95 €",TRUE,TRUE,https://castellicycling.kleecks-cdn.com/medias/01-4523013-502.jpg?context=bWFzdGVyfGF6dXJlaW1hZ2VzfDY0Mjh8aW1hZ2UvanBlZ3xoMDQvaDcyLzkwNDc4ODU5NzE0ODYvMDFfNDUyMzAxM181MDIuanBnfDdmNDQ0YzgwMjc1ODEyYTQwNDU3YzNjYzI4NWMwMzFhYTk5MGJiZjczMzA3NjU2MzQ5MjlhNTk0YWM2MmE2YTg,ENDURANCE PRO 2 JERSEY Image,https://castellicycling.kleecks-cdn.com/medias/01-4523013-502.jpg?context=bWFzdGVyfGF6dXJlaW1hZ2VzfDY0Mjh8aW1hZ2UvanBlZ3xoMDQvaDcyLzkwNDc4ODU5NzE0ODYvMDFfNDUyMzAxM181MDIuanBnfDdmNDQ0YzgwMjc1ODEyYTQwNDU3YzNjYzI4NWMwMzFhYTk5MGJiZjczMzA3NjU2MzQ5MjlhNTk0YWM2MmE2YTg
endurance-elite-jersey,ENDURANCE ELITE JERSEY,"The ideal all-around jersey is great for endurance rides, offering comfort and convenience features, excellent moisture management, and Castelli's aerodynamic wizardry.",Castelli,,ENDURANCE ELITE JERSEY,TRUE,Size,"XS, S, M, L, XL, XXL, 3XL",endurance-elite-jersey-m,191 g,deny,25,manual,,"59,97 €","99,95 €",TRUE,TRUE,https://castellicycling.kleecks-cdn.com/medias/01-4522022-854.jpg?context=bWFzdGVyfGF6dXJlaW1hZ2VzfDczMDd8aW1hZ2UvanBlZ3xoZTcvaDNmLzg4MDEyMDk3MTI2NzAvMDFfNDUyMjAyMl84NTQuanBnfDRmZWNkZDdhMDgwMDM1Zjk1ZjJmMzA4YzM2YTI1ZWE4MzE3ZjA2MDIxYTQ1NmJjMmIwNDE1MDMyYmE4OWQxYzc,ENDURANCE ELITE JERSEY Image,https://castellicycling.kleecks-cdn.com/medias/01-4522022-854.jpg?context=bWFzdGVyfGF6dXJlaW1hZ2VzfDczMDd8aW1hZ2UvanBlZ3xoZTcvaDNmLzg4MDEyMDk3MTI2NzAvMDFfNDUyMjAyMl84NTQuanBnfDRmZWNkZDdhMDgwMDM1Zjk1ZjJmMzA4YzM2YTI1ZWE4MzE3ZjA2MDIxYTQ1NmJjMmIwNDE1MDMyYmE4OWQxYzc
prologo-7-jersey,PROLOGO 7 JERSEY,"The perfect all-around jersey for everything but racing. Comfortable stretch fit, excellent moisture management, four-way-stretch sleeves with raw-cut edges, and full sun protection are just some of the features.",Castelli,,PROLOGO 7 JERSEY,TRUE,Size,"XS, S, M, L, XL, XXL, 3XL",prologo-7-jersey-m,148 g,deny,25,manual,,"99,95 €",,TRUE,TRUE,https://castellicycling.kleecks-cdn.com/medias/01-4522023-065.jpg?context=bWFzdGVyfGF6dXJlaW1hZ2VzfDY3ODF8aW1hZ2UvanBlZ3xoOGMvaGRjLzkwNjA1MDE2ODQyNTQvMDFfNDUyMjAyM18wNjUuanBnfDZlZDc5OTZmNmQ5N2ZkMDQxM2Y1ODc1ZDliOWRmZDRjMGE1ZTE1ZmY4MmYzMzFiM2M5YzdhZGNjNmM0MDAyMGY,PROLOGO 7 JERSEY Image,https://castellicycling.kleecks-cdn.com/medias/01-4522023-065.jpg?context=bWFzdGVyfGF6dXJlaW1hZ2VzfDY3ODF8aW1hZ2UvanBlZ3xoOGMvaGRjLzkwNjA1MDE2ODQyNTQvMDFfNDUyMjAyM18wNjUuanBnfDZlZDc5OTZmNmQ5N2ZkMDQxM2Y1ODc1ZDliOWRmZDRjMGE1ZTE1ZmY4MmYzMzFiM2M5YzdhZGNjNmM0MDAyMGY
prologo-7-long-sleeve-jersey,PROLOGO 7 LONG SLEEVE JERSEY,"Perfect for cool spring or autumn rides, or at the height of summer when you want sun protection.",Castelli,,PROLOGO 7 LONG SLEEVE JERSEY,TRUE,Size,"XS, S, M, L, XL, XXL, 3XL",prologo-7-long-sleeve-jersey-m,199 g,deny,25,manual,,"109,95 €",,TRUE,TRUE,https://castellicycling.kleecks-cdn.com/medias/01-4522024-085.jpg?context=bWFzdGVyfGF6dXJlaW1hZ2VzfDY1ODd8aW1hZ2UvanBlZ3xoNDUvaDg4LzkwNDc4NTE5OTEwNzAvMDFfNDUyMjAyNF8wODUuanBnfGNiMjM5NjlkOGJjMmRmNzFhNzFkYTU5NDdkYzhiYmFmZDYwMDdiZWUzNjE5NWE0NTYwMjUxOGU5ODVhMTBhMzk,PROLOGO 7 LONG SLEEVE JERSEY Image,https://castellicycling.kleecks-cdn.com/medias/01-4522024-085.jpg?context=bWFzdGVyfGF6dXJlaW1hZ2VzfDY1ODd8aW1hZ2UvanBlZ3xoNDUvaDg4LzkwNDc4NTE5OTEwNzAvMDFfNDUyMjAyNF8wODUuanBnfGNiMjM5NjlkOGJjMmRmNzFhNzFkYTU5NDdkYzhiYmFmZDYwMDdiZWUzNjE5NWE0NTYwMjUxOGU5ODVhMTBhMzk
a-blocco-jersey,A BLOCCO JERSEY,Classic design based on the Castelli Squadra Jersey construction that updates a traditional cut with technical details like a drop-pocket design and stretch raw-cut sleeves for great fit and comfort.,Castelli,,A BLOCCO JERSEY,TRUE,Size,"XS, S, M, L, XL, XXL, 3XL",a-blocco-jersey-m,149 g,deny,25,manual,,"74,97 €","99,95 €",TRUE,TRUE,https://castellicycling.kleecks-cdn.com/medias/01-4522017-085.jpg?context=bWFzdGVyfGF6dXJlaW1hZ2VzfDY5ODB8aW1hZ2UvanBlZ3xoZTcvaDYwLzkwNjA1MDAxMTEzOTAvMDFfNDUyMjAxN18wODUuanBnfDc4Y2FmMTFjYjljNGRiNDYwN2Q0NTU5NmQyODBjNjA3ZTI2M2QyZjM2OGZlYjI3NDNiZjFjMzFlMjI4MWIwODM,A BLOCCO JERSEY Image,https://castellicycling.kleecks-cdn.com/medias/01-4522017-085.jpg?context=bWFzdGVyfGF6dXJlaW1hZ2VzfDY5ODB8aW1hZ2UvanBlZ3xoZTcvaDYwLzkwNjA1MDAxMTEzOTAvMDFfNDUyMjAxN18wODUuanBnfDc4Y2FmMTFjYjljNGRiNDYwN2Q0NTU5NmQyODBjNjA3ZTI2M2QyZjM2OGZlYjI3NDNiZjFjMzFlMjI4MWIwODM
speed-strada-jersey,SPEED STRADA JERSEY,"Motif rappelant l’effet visuel des lumières croisées lors d’une descente à grande vitesse de votre rue ou de votre circuit favoris. Conçu à partir du modèle Competizione 2, ce maillot multi-activités est idéal pour toutes vos sorties à vélo, offrant confort lors des entraînements et vitesse lors des courses rapides en groupe.",Castelli,,SPEED STRADA JERSEY,TRUE,Size,"XS, S, M, L, XL, 2XL, 3XL",speed-strada-jersey-m,150 g,deny,25,manual,,"63,72 €","84,95 €",TRUE,TRUE,https://castellicycling.kleecks-cdn.com/medias/01-4523014-065.jpg?context=bWFzdGVyfGF6dXJlaW1hZ2VzfDYxNjB8aW1hZ2UvanBlZ3xoOTQvaDBmLzkwNDc4ODY3MjUxNTAvMDFfNDUyMzAxNF8wNjUuanBnfDY3N2Y2MWE1ZjE3ZjBkOTg4ZGYwYzBmMGI1OThiMDNiYjM5NjZkNzEwNjRkYTlhOWU1NGIzZTZhNTZjNjZmOTQ,SPEED STRADA JERSEY Image,https://castellicycling.kleecks-cdn.com/medias/01-4523014-065.jpg?context=bWFzdGVyfGF6dXJlaW1hZ2VzfDYxNjB8aW1hZ2UvanBlZ3xoOTQvaDBmLzkwNDc4ODY3MjUxNTAvMDFfNDUyMzAxNF8wNjUuanBnfDY3N2Y2MWE1ZjE3ZjBkOTg4ZGYwYzBmMGI1OThiMDNiYjM5NjZkNzEwNjRkYTlhOWU1NGIzZTZhNTZjNjZmOTQ
livelli-jersey,LIVELLI JERSEY,"S’inspirant de la structure du modèle Castelli Squadra Jersey, ce maillot remet au goût du jour une coupe traditionnelle en l’agrémentant de détails techniques, tels que la position basse des poches et les manches extensibles à bordure sans ourlet pour offrir une coupe parfaitement ajustée et un confort exceptionnel.",Castelli,,LIVELLI JERSEY,TRUE,Size,"XS, S, M, L, XL, 2XL, 3XL",livelli-jersey-m,157 g,deny,25,manual,,"74,97 €","99,95 €",TRUE,TRUE,https://castellicycling.kleecks-cdn.com/medias/01-4523015-023.jpg?context=bWFzdGVyfGF6dXJlaW1hZ2VzfDY0NzV8aW1hZ2UvanBlZ3xoNzUvaGI2LzkwNDc4ODgzMzA3ODIvMDFfNDUyMzAxNV8wMjMuanBnfDA3NGI5ZjM4OGNmNjg2YzA2MDhmOTFlMzM5ZTQ0OTk2MmEwZDYyYTU4NWJkMjViYmQxNWM0ZDI0NWFjYzYzY2I,LIVELLI JERSEY Image,https://castellicycling.kleecks-cdn.com/medias/01-4523015-023.jpg?context=bWFzdGVyfGF6dXJlaW1hZ2VzfDY0NzV8aW1hZ2UvanBlZ3xoNzUvaGI2LzkwNDc4ODgzMzA3ODIvMDFfNDUyMzAxNV8wMjMuanBnfDA3NGI5ZjM4OGNmNjg2YzA2MDhmOTFlMzM5ZTQ0OTk2MmEwZDYyYTU4NWJkMjViYmQxNWM0ZDI0NWFjYzYzY2I
sezione-jersey,SEZIONE JERSEY,"Conçu à partir du modèle Castelli Competizione 2, ce maillot multi-activités est idéal pour toutes vos sorties à vélo, offrant confort lors des entraînements et vitesse lors des courses rapides en groupe.",Castelli,,SEZIONE JERSEY,TRUE,Size,"XS, S, M, L, XL, XXL, 3XL",sezione-jersey-m,138 g,deny,25,manual,,"63,72 €","84,95 €",TRUE,TRUE,https://castellicycling.kleecks-cdn.com/medias/01-4523092-390.jpg?context=bWFzdGVyfGF6dXJlaW1hZ2VzfDY4MDN8aW1hZ2UvanBlZ3xoZTQvaGExLzkwNDkyMTUxMzk4NzAvMDFfNDUyMzA5Ml8zOTAuanBnfDUxZjg2ODI2YTVlMzA4ODU0OTU5YWE5ZTA2OTFkZmI5NTk3ZjNhY2VmYjM2MTQyYWMxN2IyMzkyNmJmOGRiMDU,SEZIONE JERSEY Image,https://castellicycling.kleecks-cdn.com/medias/01-4523092-390.jpg?context=bWFzdGVyfGF6dXJlaW1hZ2VzfDY4MDN8aW1hZ2UvanBlZ3xoZTQvaGExLzkwNDkyMTUxMzk4NzAvMDFfNDUyMzA5Ml8zOTAuanBnfDUxZjg2ODI2YTVlMzA4ODU0OTU5YWE5ZTA2OTFkZmI5NTk3ZjNhY2VmYjM2MTQyYWMxN2IyMzkyNmJmOGRiMDU
classifica-jersey,CLASSIFICA JERSEY,This jersey wins the classification for combining a clean look with great performance. Its cross-dyed micro-piqué fabric brings comfort and sophistication in a jersey you'll be happy to ride in all day.,Castelli,,CLASSIFICA JERSEY,TRUE,Size,"XS, S, M, L, XL, XXL, 3XL",classifica-jersey-m,171 g,deny,25,manual,,"79,95 €",,TRUE,TRUE,https://castellicycling.kleecks-cdn.com/medias/01-4521021-062.jpg?context=bWFzdGVyfGF6dXJlaW1hZ2VzfDY3MjB8aW1hZ2UvanBlZ3xoZWMvaGQ5Lzg4MDExNTk3MDg3MDIvMDFfNDUyMTAyMV8wNjIuanBnfDQzOWYzOTA1YTI1Y2EyYzNiNGE3MTVmZGZkMGY0NWNiMmIwZWUxYjJlNTg4OWU5MjFmY2E3YzRjOWEwOWU5ZDI,CLASSIFICA JERSEY Image,https://castellicycling.kleecks-cdn.com/medias/01-4521021-062.jpg?context=bWFzdGVyfGF6dXJlaW1hZ2VzfDY3MjB8aW1hZ2UvanBlZ3xoZWMvaGQ5Lzg4MDExNTk3MDg3MDIvMDFfNDUyMTAyMV8wNjIuanBnfDQzOWYzOTA1YTI1Y2EyYzNiNGE3MTVmZGZkMGY0NWNiMmIwZWUxYjJlNTg4OWU5MjFmY2E3YzRjOWEwOWU5ZDI
entrata-vi-jersey,ENTRATA VI JERSEY,"Trickle-down technology for both comfort and aerodynamics from Castelli's extensive R&D, combined with Italian fabrics, a YKK® zipper, and aero mesh sleeves, makes the Entrata VI Jersey punch above its weight.",Castelli,,ENTRATA VI JERSEY,TRUE,Size,"XS, S, M, L, XL, XXL, 3XL",entrata-vi-jersey-m,147 g,deny,25,manual,,"79,95 €",,TRUE,TRUE,https://castellicycling.kleecks-cdn.com/medias/01-4522025-023.jpg?context=bWFzdGVyfGF6dXJlaW1hZ2VzfDcwMTl8aW1hZ2UvanBlZ3xoM2QvaDI5LzkwNDc4NTI2NDY0MzAvMDFfNDUyMjAyNV8wMjMuanBnfDJlZmY3ZDVmY2U4N2ZlMTM1NGNlNzBjZDAyMDc5ZTgxMThlYzY1Y2Q4MDA1YzRlZTU2MDhlYjJhYWEzYzRjZDg,ENTRATA VI JERSEY Image,https://castellicycling.kleecks-cdn.com/medias/01-4522025-023.jpg?context=bWFzdGVyfGF6dXJlaW1hZ2VzfDcwMTl8aW1hZ2UvanBlZ3xoM2QvaDI5LzkwNDc4NTI2NDY0MzAvMDFfNDUyMjAyNV8wMjMuanBnfDJlZmY3ZDVmY2U4N2ZlMTM1NGNlNzBjZDAyMDc5ZTgxMThlYzY1Y2Q4MDA1YzRlZTU2MDhlYjJhYWEzYzRjZDg
entrata-vi-sleeveless,ENTRATA VI SLEEVELESS,The jersey for hot days or for evening out your cyclist's tan lines.,Castelli,,ENTRATA VI SLEEVELESS,TRUE,Size,"XS, S, M, L, XL, XXL, 3XL",entrata-vi-sleeveless-m,156 g,deny,25,manual,,"74,95 €",,TRUE,TRUE,https://castellicycling.kleecks-cdn.com/medias/01-4522026-065.jpg?context=bWFzdGVyfGF6dXJlaW1hZ2VzfDY2OTV8aW1hZ2UvanBlZ3xoNDgvaGE3LzkwNDc4NTQ1Nzk3NDIvMDFfNDUyMjAyNl8wNjUuanBnfDZiNDUwOGQzOGIyMWFmYzk1NGRjYzk2MWMwOWRiNmExMDM4NDAyYThhYzYxMGYyMDk2NmQ2OTg5YTEyODE0NTI,ENTRATA VI SLEEVELESS Image,https://castellicycling.kleecks-cdn.com/medias/01-4522026-065.jpg?context=bWFzdGVyfGF6dXJlaW1hZ2VzfDY2OTV8aW1hZ2UvanBlZ3xoNDgvaGE3LzkwNDc4NTQ1Nzk3NDIvMDFfNDUyMjAyNl8wNjUuanBnfDZiNDUwOGQzOGIyMWFmYzk1NGRjYzk2MWMwOWRiNmExMDM4NDAyYThhYzYxMGYyMDk2NmQ2OTg5YTEyODE0NTI
unlimited-allroad-jersey,UNLIMITED ALLROAD JERSEY,"All the performance of a Castelli race jersey, just without the aerodynamics and tight fit.",Castelli,,UNLIMITED ALLROAD JERSEY,TRUE,Size,"XS, S, M, L, XL, XXL, 3XL",unlimited-allroad-jersey-m,176 g,deny,25,manual,,"109,95 €",,TRUE,TRUE,https://castellicycling.kleecks-cdn.com/medias/01-4522006-030.jpg?context=bWFzdGVyfGF6dXJlaW1hZ2VzfDY2ODF8aW1hZ2UvanBlZ3xoYTEvaGVhLzkwNjA0OTY3MDM1MTgvMDFfNDUyMjAwNl8wMzAuanBnfDc1OTliNDZhNjQ0M2IxZDQ4MzgzZTAyYzM5ZmQxYzUwMzk2YzQyMDU0NDQyM2I4ODA3ZmU2M2U0MjA0NGE0YjQ,UNLIMITED ALLROAD JERSEY Image,https://castellicycling.kleecks-cdn.com/medias/01-4522006-030.jpg?context=bWFzdGVyfGF6dXJlaW1hZ2VzfDY2ODF8aW1hZ2UvanBlZ3xoYTEvaGVhLzkwNjA0OTY3MDM1MTgvMDFfNDUyMjAwNl8wMzAuanBnfDc1OTliNDZhNjQ0M2IxZDQ4MzgzZTAyYzM5ZmQxYzUwMzk2YzQyMDU0NDQyM2I4ODA3ZmU2M2U0MjA0NGE0YjQ
unlimited-terra-jersey,UNLIMITED TERRA JERSEY,"Toutes les performances d'un maillot de course Castelli, sans l'aérodynamisme et le maintien serré.",Castelli,,UNLIMITED TERRA JERSEY,TRUE,Size,"XS, S, M, L, XL, XXL, 3XL",unlimited-terra-jersey-m,151 g,deny,25,manual,,"89,97 €","119,95 €",TRUE,TRUE,https://castellicycling.kleecks-cdn.com/medias/01-4523016-277.jpg?context=bWFzdGVyfGF6dXJlaW1hZ2VzfDY2NjN8aW1hZ2UvanBlZ3xoNmEvaDM0LzkwNDc4OTAyMzEzMjYvMDFfNDUyMzAxNl8yNzcuanBnfDhhNWFiZmJmYmEwYTc1NmRlOTQ2NWI3NmIxMWNlNWQ2MTg4YjcxNWY2MmVmOTE3ODExMjg1YTIwYTkxZWIyOGQ,UNLIMITED TERRA JERSEY Image,https://castellicycling.kleecks-cdn.com/medias/01-4523016-277.jpg?context=bWFzdGVyfGF6dXJlaW1hZ2VzfDY2NjN8aW1hZ2UvanBlZ3xoNmEvaDM0LzkwNDc4OTAyMzEzMjYvMDFfNDUyMzAxNl8yNzcuanBnfDhhNWFiZmJmYmEwYTc1NmRlOTQ2NWI3NmIxMWNlNWQ2MTg4YjcxNWY2MmVmOTE3ODExMjg1YTIwYTkxZWIyOGQ
unlimited-entrata-jersey,UNLIMITED ENTRATA JERSEY,"Un maillot de coupe neutre, offrant des caractéristiques techniques essentielles et tout ce dont vous avez besoin quelle que soit la surface.",Castelli,,UNLIMITED ENTRATA JERSEY,TRUE,Size,"XS, S, M, L, XL, XXL, 3XL",unlimited-entrata-jersey-m,185 g,deny,25,manual,,"74,97 €","99,95 €",TRUE,TRUE,https://castellicycling.kleecks-cdn.com/medias/01-4523017-125.jpg?context=bWFzdGVyfGF6dXJlaW1hZ2VzfDYyMTl8aW1hZ2UvanBlZ3xoMjgvaGE1LzkwNDc4OTE0NDM3NDIvMDFfNDUyMzAxN18xMjUuanBnfGExMTJhMWIyMGYzZGRhMDFhMjUyMmNlNGMzNDU2ODE1NWNhOWM1NDc1OGFmNzBiMWE0NGVkNTcxZmU2NDc3ZDc,UNLIMITED ENTRATA JERSEY Image,https://castellicycling.kleecks-cdn.com/medias/01-4523017-125.jpg?context=bWFzdGVyfGF6dXJlaW1hZ2VzfDYyMTl8aW1hZ2UvanBlZ3xoMjgvaGE1LzkwNDc4OTE0NDM3NDIvMDFfNDUyMzAxN18xMjUuanBnfGExMTJhMWIyMGYzZGRhMDFhMjUyMmNlNGMzNDU2ODE1NWNhOWM1NDc1OGFmNzBiMWE0NGVkNTcxZmU2NDc3ZDc
trail-tech-tee-2,TRAIL TECH TEE 2,"Un maillot technique performant avec une coupe décontractée pour le style et le confort. Prêt pour une aventure toute la journée, peu importe le vélo que vous choisissez ou la surface sur laquelle vous roulez. Ce maillot offre des options illimitées.",Castelli,,TRAIL TECH TEE 2,TRUE,Size,"XS, S, M, L, XL, XXL, 3XL",trail-tech-tee-2-m,164 g,deny,25,manual,,"56,22 €","74,95 €",TRUE,TRUE,https://castellicycling.kleecks-cdn.com/medias/01-4523018-611.jpg?context=bWFzdGVyfGF6dXJlaW1hZ2VzfDYyOTl8aW1hZ2UvanBlZ3xoZGYvaDk0LzkwNDc4OTMwNDkzNzQvMDFfNDUyMzAxOF82MTEuanBnfGY2NmY0YjA3MTMwYTM0NDYzYTc4NGFlNjlhZDViZjIxZDVkZTg0YjFiOWFmNTRiZWY3MTFhYWVhODIwZTc4ZTQ,TRAIL TECH TEE 2 Image,https://castellicycling.kleecks-cdn.com/medias/01-4523018-611.jpg?context=bWFzdGVyfGF6dXJlaW1hZ2VzfDYyOTl8aW1hZ2UvanBlZ3xoZGYvaDk0LzkwNDc4OTMwNDkzNzQvMDFfNDUyMzAxOF82MTEuanBnfGY2NmY0YjA3MTMwYTM0NDYzYTc4NGFlNjlhZDViZjIxZDVkZTg0YjFiOWFmNTRiZWY3MTFhYWVhODIwZTc4ZTQ
trail-tech-longsleeve-tee-2,TRAIL TECH LONGSLEEVE TEE 2,"Un maillot technique performant avec une coupe décontractée pour le style et le confort. Prêt pour une aventure toute la journée, peu importe le vélo que vous choisissez ou la surface sur laquelle vous roulez. Ce maillot offre des options illimitées.",Castelli,,TRAIL TECH LONGSLEEVE TEE 2,TRUE,Size,"XS, S, M, L, XL, XXL, 3XL",trail-tech-longsleeve-tee-2-m,185 g,deny,25,manual,,"84,95 €",,TRUE,TRUE,https://castellicycling.kleecks-cdn.com/medias/01-4523019-089.jpg?context=bWFzdGVyfGF6dXJlaW1hZ2VzfDU2MDF8aW1hZ2UvanBlZ3xoM2YvaDg3LzkwNDc4OTM0NDI1OTAvMDFfNDUyMzAxOV8wODkuanBnfGQzMDA0YjEzMjhhYjY1Y2MxYWRmYmYwMjdhYWFjMDY2YTgzODk2YmE1NGExMDUxNWI1NGM0MmQ0Yzk1OWE4YjM,TRAIL TECH LONGSLEEVE TEE 2 Image,https://castellicycling.kleecks-cdn.com/medias/01-4523019-089.jpg?context=bWFzdGVyfGF6dXJlaW1hZ2VzfDU2MDF8aW1hZ2UvanBlZ3xoM2YvaDg3LzkwNDc4OTM0NDI1OTAvMDFfNDUyMzAxOV8wODkuanBnfGQzMDA0YjEzMjhhYjY1Y2MxYWRmYmYwMjdhYWFjMDY2YTgzODk2YmE1NGExMDUxNWI1NGM0MmQ0Yzk1OWE4YjM
unlimited-puffy-vest,UNLIMITED PUFFY VEST,Warm yet extremely packable vest for your adventure or multiday rides. Woven microfiber windproof outer layer with Polartec® Alpha® Direct insulation.,Castelli,,UNLIMITED PUFFY VEST,TRUE,Size,"XS, S, M, L, XL, XXL, 3XL",unlimited-puffy-vest-m,176 g,deny,25,manual,,"189,95 €",,TRUE,TRUE,https://castellicycling.kleecks-cdn.com/medias/01-4522010-316.jpg?context=bWFzdGVyfGF6dXJlaW1hZ2VzfDY4MDN8aW1hZ2UvanBlZ3xoZTIvaDBmLzkwNjA0OTg5MzE3NDIvMDFfNDUyMjAxMF8zMTYuanBnfDUwMjQyZjBhMTYwMmQxY2NmMGZiNmNkYzk5M2RhYmFhMTA4YWJhOTllYWQzMTYwYzEzNTFjOWE5Zjc2MDFjZTY,UNLIMITED PUFFY VEST Image,https://castellicycling.kleecks-cdn.com/medias/01-4522010-316.jpg?context=bWFzdGVyfGF6dXJlaW1hZ2VzfDY4MDN8aW1hZ2UvanBlZ3xoZTIvaDBmLzkwNjA0OTg5MzE3NDIvMDFfNDUyMjAxMF8zMTYuanBnfDUwMjQyZjBhMTYwMmQxY2NmMGZiNmNkYzk5M2RhYmFhMTA4YWJhOTllYWQzMTYwYzEzNTFjOWE5Zjc2MDFjZTY
free-unlimited-bibshort,FREE UNLIMITED BIBSHORT,"Comfort, performance, protection, and storage. Designed for gravel but equally at home for adventure, endurance, or if you just love pockets.",Castelli,,FREE UNLIMITED BIBSHORT,TRUE,Size,"XS, S, M, L, XL, XXL, 3XL",free-unlimited-bibshort-m,237 g,deny,25,manual,,"189,95 €",,TRUE,TRUE,https://castellicycling.kleecks-cdn.com/medias/01-4522011-010.jpg?context=bWFzdGVyfGF6dXJlaW1hZ2VzfDU1MTR8aW1hZ2UvanBlZ3xoZGIvaGMxLzg4MDExOTU4NTE4MDYvMDFfNDUyMjAxMV8wMTAuanBnfDI0MzBlMDE1MmM5YjMwMTNhMzhmYTI0ZjJmZjE4ODM0ZGMzOTc0ODk1YjczNDUxMWFhNDFhY2ZlZTIwZTJkMzA,FREE UNLIMITED BIBSHORT Image,https://castellicycling.kleecks-cdn.com/medias/01-4522011-010.jpg?context=bWFzdGVyfGF6dXJlaW1hZ2VzfDU1MTR8aW1hZ2UvanBlZ3xoZGIvaGMxLzg4MDExOTU4NTE4MDYvMDFfNDUyMjAxMV8wMTAuanBnfDI0MzBlMDE1MmM5YjMwMTNhMzhmYTI0ZjJmZjE4ODM0ZGMzOTc0ODk1YjczNDUxMWFhNDFhY2ZlZTIwZTJkMzA
unlimited-cargo-bibshort,UNLIMITED CARGO BIBSHORT,"Conçu aussi bien pour le vélo de route que pour le gravel, le cuissard Unlimited Cargo Bibshort ne connaît aucune limite. Ce short doté de quatre poches est prêt à vous accompagner lors de votre prochaine aventure.",Castelli,,UNLIMITED CARGO BIBSHORT,TRUE,Size,"XS, S, M, L, XL, XXL, 3XL",unlimited-cargo-bibshort-m,237 g,deny,25,manual,,"129,95 €",,TRUE,TRUE,https://castellicycling.kleecks-cdn.com/medias/01-4523020-010.jpg?context=bWFzdGVyfGF6dXJlaW1hZ2VzfDUxNDl8aW1hZ2UvanBlZ3xoODAvaDE2LzkwNDc4OTQ2NTUwMDYvMDFfNDUyMzAyMF8wMTAuanBnfGU4MmRlOTM2N2M4MWNkZGRhNjIxNWMxYTU1OGM1NGVmMGUwYzZhNzhmOGE1ZTc1Y2UwYzQ1ZWIyZmI4ZjVmYzY,UNLIMITED CARGO BIBSHORT Image,https://castellicycling.kleecks-cdn.com/medias/01-4523020-010.jpg?context=bWFzdGVyfGF6dXJlaW1hZ2VzfDUxNDl8aW1hZ2UvanBlZ3xoODAvaDE2LzkwNDc4OTQ2NTUwMDYvMDFfNDUyMzAyMF8wMTAuanBnfGU4MmRlOTM2N2M4MWNkZGRhNjIxNWMxYTU1OGM1NGVmMGUwYzZhNzhmOGE1ZTc1Y2UwYzQ1ZWIyZmI4ZjVmYzY
